symbol,date,open,high,low,close,volume,value_traded,trades_count,is_final,partial,source_layer,source_run_id,source_file_sha256
1010,2025-03-02,22.28,22.32,21.38,21.38,1504663,32825383.4,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1010,2025-03-03,21.57,22.43,21.57,22.43,4589764,101806600.15,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1010,2025-03-04,22.43,23.03,22.24,22.51,6054511,136918487.55,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1010,2025-03-05,22.62,22.69,22.28,22.51,2470406,55535506.25,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1010,2025-03-06,22.43,22.43,21.79,22.02,4744774,104258058.95,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1010,2025-03-09,21.87,22.17,21.83,21.83,1116094,24506132.45,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1010,2025-03-10,22.06,22.81,21.87,22.81,8756887,197292588.45,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1010,2025-03-11,22.77,22.77,22.06,22.09,4029111,89606693.5,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1010,2025-03-12,22.21,22.43,22.02,22.32,4787532,106457633.9,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1010,2025-03-13,22.32,22.51,22.09,22.32,1925082,43014125.95,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1010,2025-03-16,22.24,22.43,22.21,22.43,887611,19827575.5,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1010,2025-03-17,22.36,22.77,22.36,22.77,2534712,57330263.55,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1010,2025-03-18,22.69,22.99,22.62,22.96,1977035,45182186.85,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1010,2025-03-19,22.96,23.22,22.92,23.22,2540623,58826249.05,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1010,2025-03-20,23.18,23.41,23.07,23.33,5525990,128622300.55,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1010,2025-03-23,23.18,23.56,22.81,22.81,981435,22754300.05,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1010,2025-03-24,23.03,23.44,22.73,23.29,1910674,44380703.8,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1010,2025-03-25,23.63,23.63,23.14,23.18,1861965,43301641.9,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1010,2025-03-26,23.26,24.87,23.26,24.38,9940593,241319436.65,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1010,2025-03-27,24.34,24.91,24.34,24.72,7288602,180197680.1,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1020,2025-03-02,14.22,14.22,13.88,13.88,1241373,17433968.16,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1020,2025-03-03,13.91,14.23,13.91,14.23,2298200,32395869.86,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1020,2025-03-04,14.09,14.25,14.06,14.22,2266681,32098110.56,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1020,2025-03-05,14.12,14.3,14.07,14.28,1560631,22206028.96,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1020,2025-03-06,14.17,14.23,14.04,14.07,1961190,27683896.7,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1020,2025-03-09,14.07,14.07,13.75,13.83,1876732,26051622.72,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1020,2025-03-10,13.83,13.86,13.67,13.74,2364158,32505926.92,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1020,2025-03-11,13.66,13.8,13.45,13.7,2981234,40627038.72,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1020,2025-03-12,13.74,13.86,13.64,13.83,2391950,32980592.68,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1020,2025-03-13,13.8,13.86,13.72,13.77,1292315,17798989.76,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1020,2025-03-16,13.78,13.83,13.64,13.82,2279826,31323430.9,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1020,2025-03-17,13.83,14.02,13.77,13.94,5047731,70150252.4,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1020,2025-03-18,13.94,14.18,13.85,13.98,2507956,34994399.54,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1020,2025-03-19,13.93,13.99,13.75,13.82,2188786,30250582.26,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1020,2025-03-20,13.83,13.93,13.78,13.8,1843646,25497720.28,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1020,2025-03-23,13.88,13.88,13.64,13.64,878868,12054780.46,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1020,2025-03-24,13.62,13.85,13.59,13.7,2281647,31272610.24,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1020,2025-03-25,13.85,13.85,13.61,13.61,1531781,20948892.5,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1020,2025-03-26,13.67,13.98,13.67,13.91,2686874,37189739.98,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1020,2025-03-27,13.91,14.15,13.91,13.98,2740351,38422879.32,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1030,2025-03-02,14.46,14.46,14.14,14.3,166010,2374846.68,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1030,2025-03-03,14.3,14.64,14.2,14.56,469427,6823851.72,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1030,2025-03-04,14.64,14.92,14.54,14.62,762109,11212297.48,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1030,2025-03-05,14.62,14.76,14.34,14.4,1426586,20611285.4,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1030,2025-03-06,14.38,14.38,13.9,14.1,941460,13254915.62,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1030,2025-03-09,13.94,14.24,13.94,14.16,468261,6606764.92,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1030,2025-03-10,14.12,14.24,14.06,14.1,702938,9933588.64,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1030,2025-03-11,14.04,14.06,13.84,13.92,703958,9812366.18,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1030,2025-03-12,13.98,13.98,13.62,13.68,1361388,18701132.04,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1030,2025-03-13,13.7,13.98,13.66,13.98,2503932,34621134.76,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1030,2025-03-16,13.9,14.06,13.8,14.02,874505,12142714.18,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1030,2025-03-17,14.04,14.1,13.94,14.0,1114700,15625782.58,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1030,2025-03-18,14.08,14.18,14.0,14.06,915316,12882601.24,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1030,2025-03-19,14.14,14.3,14.1,14.1,522137,7402287.3,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1030,2025-03-20,14.12,14.26,14.02,14.18,1693089,23945788.48,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1030,2025-03-23,14.1,14.24,14.06,14.08,197205,2784236.7,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1030,2025-03-24,14.1,14.18,14.04,14.04,621728,8747271.8,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1030,2025-03-25,14.1,14.36,14.02,14.18,804023,11418354.88,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1030,2025-03-26,14.26,14.6,14.24,14.6,1216311,17587441.84,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1030,2025-03-27,14.5,14.78,14.5,14.58,1193213,17502124.48,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1050,2025-03-02,16.8,17.18,16.8,17.04,1123687,19109542.9,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1050,2025-03-03,17.04,17.36,17.02,17.28,4338553,74712492.62,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1050,2025-03-04,17.28,17.44,17.06,17.14,5019430,86424588.66,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1050,2025-03-05,17.14,17.28,17.1,17.2,2695787,46310266.5,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1050,2025-03-06,17.2,17.2,16.76,17.0,1859277,31471919.0,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1050,2025-03-09,17.2,17.28,16.96,17.02,2306504,39338675.18,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1050,2025-03-10,17.04,17.06,16.88,17.0,1651358,28050785.66,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1050,2025-03-11,16.96,16.96,16.62,16.8,3352579,56258162.58,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1050,2025-03-12,16.88,16.96,16.72,16.88,4481601,75569912.88,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1050,2025-03-13,16.9,17.1,16.86,17.08,2560559,43605198.08,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1050,2025-03-16,17.08,17.14,16.96,17.02,751546,12795058.06,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1050,2025-03-17,17.22,17.34,17.12,17.28,3353784,57713592.6,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1050,2025-03-18,17.3,17.6,17.2,17.46,3452231,60233407.06,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1050,2025-03-19,17.46,17.7,17.42,17.7,3611084,63574968.28,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1050,2025-03-20,17.7,17.78,17.6,17.64,2516898,44431968.02,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1050,2025-03-23,17.54,17.82,17.38,17.6,896109,15781564.22,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1050,2025-03-24,17.4,18.0,17.4,18.0,4487057,80352789.74,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1050,2025-03-25,18.0,18.0,17.86,17.9,1032362,18508550.34,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1050,2025-03-26,18.0,18.74,17.96,18.5,6987395,128828418.12,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1050,2025-03-27,18.46,18.94,18.46,18.6,5970007,110961799.52,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1060,2025-03-02,35.4,35.9,35.2,35.7,369520,13147076.35,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1060,2025-03-03,35.7,36.75,35.7,36.5,2811878,101995663.3,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1060,2025-03-04,36.0,36.45,35.95,36.2,1842986,66689987.0,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1060,2025-03-05,36.45,36.55,35.65,36.0,1786220,64305318.2,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1060,2025-03-06,36.0,36.0,34.9,35.45,1655996,58388365.4,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1060,2025-03-09,35.15,36.3,35.15,35.6,557534,19919565.25,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1060,2025-03-10,35.5,35.95,35.05,35.5,1262445,44826377.85,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1060,2025-03-11,35.15,35.65,34.9,35.05,1741671,61170481.5,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1060,2025-03-12,35.35,35.4,34.9,35.35,1850331,65059895.2,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1060,2025-03-13,35.35,35.45,35.15,35.25,1370985,48362961.45,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1060,2025-03-16,35.25,35.6,35.0,35.15,751708,26515540.6,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1060,2025-03-17,35.35,35.75,35.35,35.65,1487377,52923616.0,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1060,2025-03-18,35.75,36.0,35.5,35.9,868240,31089023.0,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1060,2025-03-19,35.9,36.35,35.65,36.3,1481635,53571307.25,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1060,2025-03-20,36.45,36.45,36.0,36.0,2105677,75898188.0,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1060,2025-03-23,35.95,36.25,35.65,35.65,521006,18759821.6,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
1060,2025-03-24,35.6,36.6,35.6,36.6,1488790,53851622.85,,,,historical_baseline,,fe33df9ae5456d8ee27133c42c244c81d150008ababc19399c7ed428638b57ea
